,name,x1,x2,y1,y2,classname,image
80,4356.png,113,32,302,263,face_with_mask,"[[[102  84  82]
  [105  86  81]
  [108  89  80]
  ...
  [100  78  73]
  [101  80  74]
  [101  80  74]]

 [[101  83  86]
  [108  89  88]
  [114  95  90]
  ...
  [100  78  74]
  [102  81  76]
  [103  82  77]]

 [[ 90  71  81]
  [103  84  89]
  [113  94  94]
  ...
  [104  82  78]
  [104  83  79]
  [106  84  81]]

 ...

 [[ 13  11  15]
  [ 13  11  15]
  [ 13  11  15]
  ...
  [237 171 155]
  [234 167 152]
  [228 162 147]]

 [[ 13  11  15]
  [ 13  11  15]
  [ 13  11  15]
  ...
  [239 173 158]
  [233 168 153]
  [228 162 148]]

 [[ 13  11  15]
  [ 13  11  15]
  [ 13  11  15]
  ...
  [242 176 162]
  [233 167 154]
  [225 159 146]]]"
81,4356.png,768,287,845,396,face_with_mask,"[[[102  84  82]
  [105  86  81]
  [108  89  80]
  ...
  [100  78  73]
  [101  80  74]
  [101  80  74]]

 [[101  83  86]
  [108  89  88]
  [114  95  90]
  ...
  [100  78  74]
  [102  81  76]
  [103  82  77]]

 [[ 90  71  81]
  [103  84  89]
  [113  94  94]
  ...
  [104  82  78]
  [104  83  79]
  [106  84  81]]

 ...

 [[ 13  11  15]
  [ 13  11  15]
  [ 13  11  15]
  ...
  [237 171 155]
  [234 167 152]
  [228 162 147]]

 [[ 13  11  15]
  [ 13  11  15]
  [ 13  11  15]
  ...
  [239 173 158]
  [233 168 153]
  [228 162 148]]

 [[ 13  11  15]
  [ 13  11  15]
  [ 13  11  15]
  ...
  [242 176 162]
  [233 167 154]
  [225 159 146]]]"
82,4356.png,806,306,954,462,face_with_mask,"[[[102  84  82]
  [105  86  81]
  [108  89  80]
  ...
  [100  78  73]
  [101  80  74]
  [101  80  74]]

 [[101  83  86]
  [108  89  88]
  [114  95  90]
  ...
  [100  78  74]
  [102  81  76]
  [103  82  77]]

 [[ 90  71  81]
  [103  84  89]
  [113  94  94]
  ...
  [104  82  78]
  [104  83  79]
  [106  84  81]]

 ...

 [[ 13  11  15]
  [ 13  11  15]
  [ 13  11  15]
  ...
  [237 171 155]
  [234 167 152]
  [228 162 147]]

 [[ 13  11  15]
  [ 13  11  15]
  [ 13  11  15]
  ...
  [239 173 158]
  [233 168 153]
  [228 162 148]]

 [[ 13  11  15]
  [ 13  11  15]
  [ 13  11  15]
  ...
  [242 176 162]
  [233 167 154]
  [225 159 146]]]"
83,4356.png,634,221,695,301,face_with_mask,"[[[102  84  82]
  [105  86  81]
  [108  89  80]
  ...
  [100  78  73]
  [101  80  74]
  [101  80  74]]

 [[101  83  86]
  [108  89  88]
  [114  95  90]
  ...
  [100  78  74]
  [102  81  76]
  [103  82  77]]

 [[ 90  71  81]
  [103  84  89]
  [113  94  94]
  ...
  [104  82  78]
  [104  83  79]
  [106  84  81]]

 ...

 [[ 13  11  15]
  [ 13  11  15]
  [ 13  11  15]
  ...
  [237 171 155]
  [234 167 152]
  [228 162 147]]

 [[ 13  11  15]
  [ 13  11  15]
  [ 13  11  15]
  ...
  [239 173 158]
  [233 168 153]
  [228 162 148]]

 [[ 13  11  15]
  [ 13  11  15]
  [ 13  11  15]
  ...
  [242 176 162]
  [233 167 154]
  [225 159 146]]]"
84,4356.png,348,33,437,134,face_with_mask,"[[[102  84  82]
  [105  86  81]
  [108  89  80]
  ...
  [100  78  73]
  [101  80  74]
  [101  80  74]]

 [[101  83  86]
  [108  89  88]
  [114  95  90]
  ...
  [100  78  74]
  [102  81  76]
  [103  82  77]]

 [[ 90  71  81]
  [103  84  89]
  [113  94  94]
  ...
  [104  82  78]
  [104  83  79]
  [106  84  81]]

 ...

 [[ 13  11  15]
  [ 13  11  15]
  [ 13  11  15]
  ...
  [237 171 155]
  [234 167 152]
  [228 162 147]]

 [[ 13  11  15]
  [ 13  11  15]
  [ 13  11  15]
  ...
  [239 173 158]
  [233 168 153]
  [228 162 148]]

 [[ 13  11  15]
  [ 13  11  15]
  [ 13  11  15]
  ...
  [242 176 162]
  [233 167 154]
  [225 159 146]]]"
85,4356.png,497,235,581,356,face_with_mask,"[[[102  84  82]
  [105  86  81]
  [108  89  80]
  ...
  [100  78  73]
  [101  80  74]
  [101  80  74]]

 [[101  83  86]
  [108  89  88]
  [114  95  90]
  ...
  [100  78  74]
  [102  81  76]
  [103  82  77]]

 [[ 90  71  81]
  [103  84  89]
  [113  94  94]
  ...
  [104  82  78]
  [104  83  79]
  [106  84  81]]

 ...

 [[ 13  11  15]
  [ 13  11  15]
  [ 13  11  15]
  ...
  [237 171 155]
  [234 167 152]
  [228 162 147]]

 [[ 13  11  15]
  [ 13  11  15]
  [ 13  11  15]
  ...
  [239 173 158]
  [233 168 153]
  [228 162 148]]

 [[ 13  11  15]
  [ 13  11  15]
  [ 13  11  15]
  ...
  [242 176 162]
  [233 167 154]
  [225 159 146]]]"
95,4356.png,599,201,647,269,face_with_mask,"[[[102  84  82]
  [105  86  81]
  [108  89  80]
  ...
  [100  78  73]
  [101  80  74]
  [101  80  74]]

 [[101  83  86]
  [108  89  88]
  [114  95  90]
  ...
  [100  78  74]
  [102  81  76]
  [103  82  77]]

 [[ 90  71  81]
  [103  84  89]
  [113  94  94]
  ...
  [104  82  78]
  [104  83  79]
  [106  84  81]]

 ...

 [[ 13  11  15]
  [ 13  11  15]
  [ 13  11  15]
  ...
  [237 171 155]
  [234 167 152]
  [228 162 147]]

 [[ 13  11  15]
  [ 13  11  15]
  [ 13  11  15]
  ...
  [239 173 158]
  [233 168 153]
  [228 162 148]]

 [[ 13  11  15]
  [ 13  11  15]
  [ 13  11  15]
  ...
  [242 176 162]
  [233 167 154]
  [225 159 146]]]"
97,2614.png,250,8,466,285,face_with_mask,"[[[143 148 152]
  [144 149 153]
  [146 149 154]
  ...
  [202 201 197]
  [202 202 199]
  [203 203 201]]

 [[143 148 152]
  [144 149 153]
  [145 148 153]
  ...
  [203 202 198]
  [202 202 197]
  [201 202 197]]

 [[142 147 151]
  [143 148 152]
  [144 149 153]
  ...
  [203 202 198]
  [201 202 197]
  [200 201 196]]

 ...

 [[ 28 161 202]
  [ 28 161 202]
  [ 28 161 202]
  ...
  [217 215 211]
  [226 218 218]
  [215 208 209]]

 [[ 29 162 203]
  [ 29 162 203]
  [ 29 162 203]
  ...
  [220 220 215]
  [225 220 219]
  [213 210 210]]

 [[ 30 163 204]
  [ 30 163 204]
  [ 29 162 203]
  ...
  [215 214 210]
  [224 221 219]
  [218 215 215]]]"
102,6361.jpg,259,88,407,242,face_no_mask,"[[[ 55 156 228]
  [ 55 156 228]
  [ 55 156 228]
  ...
  [ 16 156 233]
  [ 16 156 233]
  [ 16 156 233]]

 [[ 54 156 228]
  [ 54 156 228]
  [ 54 156 228]
  ...
  [ 16 156 233]
  [ 16 156 233]
  [ 16 156 233]]

 [[ 52 156 229]
  [ 52 156 229]
  [ 52 156 229]
  ...
  [ 15 155 232]
  [ 15 155 232]
  [ 15 155 232]]

 ...

 [[  7 104 172]
  [  6 103 171]
  [  6 103 171]
  ...
  [ 73 132 174]
  [ 66 129 172]
  [ 62 127 169]]

 [[  6 105 172]
  [  6 105 172]
  [  5 104 171]
  ...
  [ 69 131 172]
  [ 64 127 170]
  [ 60 125 167]]

 [[  7 106 173]
  [  7 106 173]
  [  6 105 172]
  ...
  [ 68 130 171]
  [ 63 126 169]
  [ 59 124 166]]]"
103,4997.jpg,391,56,613,367,face_with_mask,"[[[ 18   8  16]
  [ 18   8  16]
  [ 19   9  17]
  ...
  [179  90  50]
  [179  90  50]
  [178  89  49]]

 [[ 17   7  15]
  [ 17   7  15]
  [ 18   8  16]
  ...
  [179  90  50]
  [178  89  49]
  [178  89  49]]

 [[ 16   6  14]
  [ 17   7  15]
  [ 17   7  15]
  ...
  [179  90  50]
  [179  90  50]
  [178  89  49]]

 ...

 [[ 27  22  19]
  [ 26  21  18]
  [ 24  19  16]
  ...
  [ 13   8   5]
  [ 14   9   6]
  [ 14   9   6]]

 [[ 24  19  16]
  [ 22  17  14]
  [ 20  15  12]
  ...
  [ 13   8   5]
  [ 14   9   6]
  [ 14   9   6]]

 [[ 21  16  13]
  [ 20  15  12]
  [ 17  12   9]
  ...
  [ 12   7   4]
  [ 14   9   6]
  [ 15  10   7]]]"
107,4997.jpg,61,89,138,174,face_with_mask,"[[[ 18   8  16]
  [ 18   8  16]
  [ 19   9  17]
  ...
  [179  90  50]
  [179  90  50]
  [178  89  49]]

 [[ 17   7  15]
  [ 17   7  15]
  [ 18   8  16]
  ...
  [179  90  50]
  [178  89  49]
  [178  89  49]]

 [[ 16   6  14]
  [ 17   7  15]
  [ 17   7  15]
  ...
  [179  90  50]
  [179  90  50]
  [178  89  49]]

 ...

 [[ 27  22  19]
  [ 26  21  18]
  [ 24  19  16]
  ...
  [ 13   8   5]
  [ 14   9   6]
  [ 14   9   6]]

 [[ 24  19  16]
  [ 22  17  14]
  [ 20  15  12]
  ...
  [ 13   8   5]
  [ 14   9   6]
  [ 14   9   6]]

 [[ 21  16  13]
  [ 20  15  12]
  [ 17  12   9]
  ...
  [ 12   7   4]
  [ 14   9   6]
  [ 15  10   7]]]"
111,3793.png,337,117,688,529,face_with_mask,"[[[ 36  36  38]
  [ 36  36  38]
  [ 36  36  38]
  ...
  [  4   6   3]
  [  7   9   6]
  [ 10  12   9]]

 [[ 35  35  37]
  [ 36  36  38]
  [ 36  36  38]
  ...
  [ 12  14  11]
  [ 12  14  11]
  [ 12  14  11]]

 [[ 36  37  39]
  [ 37  38  40]
  [ 37  37  39]
  ...
  [  9  11   8]
  [  9  11   8]
  [  9  11   8]]

 ...

 [[155 155 157]
  [148 148 150]
  [122 122 124]
  ...
  [ 92  95  88]
  [102 105  98]
  [102 105  98]]

 [[145 145 147]
  [145 145 147]
  [122 122 124]
  ...
  [ 97 100  93]
  [102 105  98]
  [101 104  97]]

 [[120 120 122]
  [126 126 128]
  [110 110 112]
  ...
  [104 107 100]
  [102 105  98]
  [100 103  96]]]"
114,2275.png,120,137,194,215,face_with_mask,"[[[171 176 183]
  [171 176 183]
  [171 176 183]
  ...
  [216 215 212]
  [216 215 212]
  [216 215 212]]

 [[171 175 183]
  [171 175 183]
  [171 175 183]
  ...
  [216 215 212]
  [216 215 212]
  [216 215 212]]

 [[203 212 220]
  [203 212 220]
  [205 210 219]
  ...
  [145 146 149]
  [173 174 180]
  [195 196 201]]

 ...

 [[128 127 122]
  [127 125 122]
  [126 123 120]
  ...
  [ 13  14  16]
  [ 15  16  18]
  [ 19  20  22]]

 [[127 127 123]
  [126 125 123]
  [125 123 122]
  ...
  [ 14  15  17]
  [ 15  16  18]
  [ 18  19  21]]

 [[124 124 122]
  [125 124 122]
  [124 122 119]
  ...
  [ 13  14  16]
  [ 16  17  19]
  [ 18  19  21]]]"
115,2275.png,319,232,372,295,face_no_mask,"[[[171 176 183]
  [171 176 183]
  [171 176 183]
  ...
  [216 215 212]
  [216 215 212]
  [216 215 212]]

 [[171 175 183]
  [171 175 183]
  [171 175 183]
  ...
  [216 215 212]
  [216 215 212]
  [216 215 212]]

 [[203 212 220]
  [203 212 220]
  [205 210 219]
  ...
  [145 146 149]
  [173 174 180]
  [195 196 201]]

 ...

 [[128 127 122]
  [127 125 122]
  [126 123 120]
  ...
  [ 13  14  16]
  [ 15  16  18]
  [ 19  20  22]]

 [[127 127 123]
  [126 125 123]
  [125 123 122]
  ...
  [ 14  15  17]
  [ 15  16  18]
  [ 18  19  21]]

 [[124 124 122]
  [125 124 122]
  [124 122 119]
  ...
  [ 13  14  16]
  [ 16  17  19]
  [ 18  19  21]]]"
117,2275.png,217,155,290,230,face_no_mask,"[[[171 176 183]
  [171 176 183]
  [171 176 183]
  ...
  [216 215 212]
  [216 215 212]
  [216 215 212]]

 [[171 175 183]
  [171 175 183]
  [171 175 183]
  ...
  [216 215 212]
  [216 215 212]
  [216 215 212]]

 [[203 212 220]
  [203 212 220]
  [205 210 219]
  ...
  [145 146 149]
  [173 174 180]
  [195 196 201]]

 ...

 [[128 127 122]
  [127 125 122]
  [126 123 120]
  ...
  [ 13  14  16]
  [ 15  16  18]
  [ 19  20  22]]

 [[127 127 123]
  [126 125 123]
  [125 123 122]
  ...
  [ 14  15  17]
  [ 15  16  18]
  [ 18  19  21]]

 [[124 124 122]
  [125 124 122]
  [124 122 119]
  ...
  [ 13  14  16]
  [ 16  17  19]
  [ 18  19  21]]]"
118,2275.png,478,216,507,267,face_no_mask,"[[[171 176 183]
  [171 176 183]
  [171 176 183]
  ...
  [216 215 212]
  [216 215 212]
  [216 215 212]]

 [[171 175 183]
  [171 175 183]
  [171 175 183]
  ...
  [216 215 212]
  [216 215 212]
  [216 215 212]]

 [[203 212 220]
  [203 212 220]
  [205 210 219]
  ...
  [145 146 149]
  [173 174 180]
  [195 196 201]]

 ...

 [[128 127 122]
  [127 125 122]
  [126 123 120]
  ...
  [ 13  14  16]
  [ 15  16  18]
  [ 19  20  22]]

 [[127 127 123]
  [126 125 123]
  [125 123 122]
  ...
  [ 14  15  17]
  [ 15  16  18]
  [ 18  19  21]]

 [[124 124 122]
  [125 124 122]
  [124 122 119]
  ...
  [ 13  14  16]
  [ 16  17  19]
  [ 18  19  21]]]"
119,4921.png,552,169,809,468,face_with_mask,"[[[215 222 233]
  [215 222 233]
  [215 222 233]
  ...
  [157 144 104]
  [125 111  75]
  [109  98  64]]

 [[215 222 233]
  [215 222 233]
  [215 222 233]
  ...
  [193 177 136]
  [159 144 103]
  [124 111  70]]

 [[215 222 233]
  [215 222 233]
  [215 222 233]
  ...
  [213 196 158]
  [193 176 133]
  [165 149 105]]

 ...

 [[179 186 197]
  [178 185 196]
  [179 185 197]
  ...
  [137 146 148]
  [137 146 148]
  [137 145 146]]

 [[178 185 196]
  [177 184 195]
  [177 184 195]
  ...
  [140 149 153]
  [139 146 151]
  [141 146 149]]

 [[179 186 197]
  [178 185 196]
  [178 185 196]
  ...
  [142 150 154]
  [139 147 151]
  [140 147 149]]]"
121,4040.png,260,23,383,177,face_with_mask,"[[[130 128 135]
  [130 128 135]
  [131 130 136]
  ...
  [135 138 123]
  [135 138 123]
  [135 138 123]]

 [[130 128 135]
  [130 128 135]
  [131 130 136]
  ...
  [136 139 124]
  [136 139 124]
  [136 139 124]]

 [[130 128 135]
  [130 128 135]
  [131 130 136]
  ...
  [136 139 124]
  [136 139 124]
  [136 139 124]]

 ...

 [[100 103 110]
  [100 103 110]
  [100 103 110]
  ...
  [108 105 114]
  [109 106 115]
  [109 106 116]]

 [[ 99 101 109]
  [ 99 101 109]
  [100 103 110]
  ...
  [106 101 109]
  [107 102 110]
  [107 102 111]]

 [[ 99 101 109]
  [ 99 101 109]
  [100 103 110]
  ...
  [103  96 104]
  [103  96 104]
  [104  97 105]]]"
122,4040.png,860,173,915,252,face_with_mask,"[[[130 128 135]
  [130 128 135]
  [131 130 136]
  ...
  [135 138 123]
  [135 138 123]
  [135 138 123]]

 [[130 128 135]
  [130 128 135]
  [131 130 136]
  ...
  [136 139 124]
  [136 139 124]
  [136 139 124]]

 [[130 128 135]
  [130 128 135]
  [131 130 136]
  ...
  [136 139 124]
  [136 139 124]
  [136 139 124]]

 ...

 [[100 103 110]
  [100 103 110]
  [100 103 110]
  ...
  [108 105 114]
  [109 106 115]
  [109 106 116]]

 [[ 99 101 109]
  [ 99 101 109]
  [100 103 110]
  ...
  [106 101 109]
  [107 102 110]
  [107 102 111]]

 [[ 99 101 109]
  [ 99 101 109]
  [100 103 110]
  ...
  [103  96 104]
  [103  96 104]
  [104  97 105]]]"
125,4040.png,486,129,561,204,face_with_mask,"[[[130 128 135]
  [130 128 135]
  [131 130 136]
  ...
  [135 138 123]
  [135 138 123]
  [135 138 123]]

 [[130 128 135]
  [130 128 135]
  [131 130 136]
  ...
  [136 139 124]
  [136 139 124]
  [136 139 124]]

 [[130 128 135]
  [130 128 135]
  [131 130 136]
  ...
  [136 139 124]
  [136 139 124]
  [136 139 124]]

 ...

 [[100 103 110]
  [100 103 110]
  [100 103 110]
  ...
  [108 105 114]
  [109 106 115]
  [109 106 116]]

 [[ 99 101 109]
  [ 99 101 109]
  [100 103 110]
  ...
  [106 101 109]
  [107 102 110]
  [107 102 111]]

 [[ 99 101 109]
  [ 99 101 109]
  [100 103 110]
  ...
  [103  96 104]
  [103  96 104]
  [104  97 105]]]"
126,4040.png,715,170,770,232,face_with_mask,"[[[130 128 135]
  [130 128 135]
  [131 130 136]
  ...
  [135 138 123]
  [135 138 123]
  [135 138 123]]

 [[130 128 135]
  [130 128 135]
  [131 130 136]
  ...
  [136 139 124]
  [136 139 124]
  [136 139 124]]

 [[130 128 135]
  [130 128 135]
  [131 130 136]
  ...
  [136 139 124]
  [136 139 124]
  [136 139 124]]

 ...

 [[100 103 110]
  [100 103 110]
  [100 103 110]
  ...
  [108 105 114]
  [109 106 115]
  [109 106 116]]

 [[ 99 101 109]
  [ 99 101 109]
  [100 103 110]
  ...
  [106 101 109]
  [107 102 110]
  [107 102 111]]

 [[ 99 101 109]
  [ 99 101 109]
  [100 103 110]
  ...
  [103  96 104]
  [103  96 104]
  [104  97 105]]]"
129,4040.png,905,135,967,201,face_with_mask,"[[[130 128 135]
  [130 128 135]
  [131 130 136]
  ...
  [135 138 123]
  [135 138 123]
  [135 138 123]]

 [[130 128 135]
  [130 128 135]
  [131 130 136]
  ...
  [136 139 124]
  [136 139 124]
  [136 139 124]]

 [[130 128 135]
  [130 128 135]
  [131 130 136]
  ...
  [136 139 124]
  [136 139 124]
  [136 139 124]]

 ...

 [[100 103 110]
  [100 103 110]
  [100 103 110]
  ...
  [108 105 114]
  [109 106 115]
  [109 106 116]]

 [[ 99 101 109]
  [ 99 101 109]
  [100 103 110]
  ...
  [106 101 109]
  [107 102 110]
  [107 102 111]]

 [[ 99 101 109]
  [ 99 101 109]
  [100 103 110]
  ...
  [103  96 104]
  [103  96 104]
  [104  97 105]]]"
131,2732.png,39,133,103,212,face_with_mask,"[[[196 197 197]
  [196 197 197]
  [196 196 197]
  ...
  [203 173 177]
  [203 174 177]
  [203 174 178]]

 [[ 87  88  83]
  [ 86  87  82]
  [ 85  86  81]
  ...
  [106 108  98]
  [152 153 147]
  [180 180 177]]

 [[ 87  88  83]
  [ 90  91  86]
  [ 90  91  86]
  ...
  [106 108  98]
  [152 153 146]
  [180 180 177]]

 ...

 [[153  92  97]
  [153  93  97]
  [137  83  86]
  ...
  [175 155 144]
  [164 144 133]
  [172 152 141]]

 [[137  76  81]
  [141  80  85]
  [133  75  79]
  ...
  [177 157 146]
  [172 152 141]
  [182 162 151]]

 [[117  57  62]
  [120  58  63]
  [119  58  63]
  ...
  [182 162 151]
  [181 161 150]
  [193 173 162]]]"
132,2732.png,244,136,278,184,face_with_mask,"[[[196 197 197]
  [196 197 197]
  [196 196 197]
  ...
  [203 173 177]
  [203 174 177]
  [203 174 178]]

 [[ 87  88  83]
  [ 86  87  82]
  [ 85  86  81]
  ...
  [106 108  98]
  [152 153 147]
  [180 180 177]]

 [[ 87  88  83]
  [ 90  91  86]
  [ 90  91  86]
  ...
  [106 108  98]
  [152 153 146]
  [180 180 177]]

 ...

 [[153  92  97]
  [153  93  97]
  [137  83  86]
  ...
  [175 155 144]
  [164 144 133]
  [172 152 141]]

 [[137  76  81]
  [141  80  85]
  [133  75  79]
  ...
  [177 157 146]
  [172 152 141]
  [182 162 151]]

 [[117  57  62]
  [120  58  63]
  [119  58  63]
  ...
  [182 162 151]
  [181 161 150]
  [193 173 162]]]"
133,2732.png,416,141,480,221,face_with_mask,"[[[196 197 197]
  [196 197 197]
  [196 196 197]
  ...
  [203 173 177]
  [203 174 177]
  [203 174 178]]

 [[ 87  88  83]
  [ 86  87  82]
  [ 85  86  81]
  ...
  [106 108  98]
  [152 153 147]
  [180 180 177]]

 [[ 87  88  83]
  [ 90  91  86]
  [ 90  91  86]
  ...
  [106 108  98]
  [152 153 146]
  [180 180 177]]

 ...

 [[153  92  97]
  [153  93  97]
  [137  83  86]
  ...
  [175 155 144]
  [164 144 133]
  [172 152 141]]

 [[137  76  81]
  [141  80  85]
  [133  75  79]
  ...
  [177 157 146]
  [172 152 141]
  [182 162 151]]

 [[117  57  62]
  [120  58  63]
  [119  58  63]
  ...
  [182 162 151]
  [181 161 150]
  [193 173 162]]]"
141,2732.png,1,151,29,196,face_with_mask,"[[[196 197 197]
  [196 197 197]
  [196 196 197]
  ...
  [203 173 177]
  [203 174 177]
  [203 174 178]]

 [[ 87  88  83]
  [ 86  87  82]
  [ 85  86  81]
  ...
  [106 108  98]
  [152 153 147]
  [180 180 177]]

 [[ 87  88  83]
  [ 90  91  86]
  [ 90  91  86]
  ...
  [106 108  98]
  [152 153 146]
  [180 180 177]]

 ...

 [[153  92  97]
  [153  93  97]
  [137  83  86]
  ...
  [175 155 144]
  [164 144 133]
  [172 152 141]]

 [[137  76  81]
  [141  80  85]
  [133  75  79]
  ...
  [177 157 146]
  [172 152 141]
  [182 162 151]]

 [[117  57  62]
  [120  58  63]
  [119  58  63]
  ...
  [182 162 151]
  [181 161 150]
  [193 173 162]]]"
142,2965.png,159,89,490,586,face_with_mask,"[[[ 57  75  90]
  [ 56  73  88]
  [ 54  72  88]
  ...
  [ 37  52  71]
  [ 36  51  70]
  [ 36  51  70]]

 [[ 57  78  92]
  [ 58  76  91]
  [ 57  77  91]
  ...
  [ 37  52  71]
  [ 37  52  71]
  [ 37  52  71]]

 [[ 56  78  91]
  [ 57  78  91]
  [ 56  78  91]
  ...
  [ 37  52  71]
  [ 38  53  72]
  [ 39  54  73]]

 ...

 [[222 233 239]
  [221 232 238]
  [220 231 237]
  ...
  [ 31  43  65]
  [ 32  44  67]
  [ 27  41  63]]

 [[220 231 237]
  [219 230 236]
  [220 231 237]
  ...
  [ 23  35  57]
  [ 29  40  62]
  [ 28  40  62]]

 [[222 233 238]
  [219 230 235]
  [218 229 234]
  ...
  [ 16  27  47]
  [ 20  31  52]
  [ 25  36  57]]]"
148,5212.jpg,1657,3208,2015,3625,face_with_mask,"[[[ 74 135 224]
  [ 71 132 221]
  [ 79 138 228]
  ...
  [ 83 144 233]
  [ 71 135 225]
  [ 61 125 215]]

 [[ 77 136 226]
  [ 81 140 230]
  [ 88 147 237]
  ...
  [ 89 150 239]
  [ 81 145 235]
  [ 74 138 228]]

 [[ 81 138 228]
  [ 92 151 241]
  [ 99 158 248]
  ...
  [ 85 146 235]
  [ 81 145 235]
  [ 77 141 231]]

 ...

 [[122 135  79]
  [119 132  78]
  [121 133  83]
  ...
  [102 111  56]
  [ 92 101  48]
  [ 86  96  43]]

 [[130 144  85]
  [129 142  86]
  [127 137  85]
  ...
  [ 88  97  42]
  [ 93 103  50]
  [ 98 108  55]]

 [[144 155  95]
  [141 152  94]
  [128 138  86]
  ...
  [ 80  89  34]
  [ 94 104  51]
  [106 116  63]]]"
154,4125.png,159,71,454,520,face_with_mask,"[[[184 185 180]
  [187 188 182]
  [188 189 182]
  ...
  [151 153 139]
  [150 152 138]
  [152 154 142]]

 [[184 185 180]
  [187 188 182]
  [188 189 182]
  ...
  [149 151 137]
  [149 151 137]
  [151 153 141]]

 [[185 186 180]
  [187 188 182]
  [188 189 182]
  ...
  [150 152 138]
  [149 151 137]
  [148 150 139]]

 ...

 [[242 251 250]
  [239 250 250]
  [239 249 251]
  ...
  [138 130 116]
  [145 135 123]
  [148 136 125]]

 [[241 252 251]
  [241 251 251]
  [242 251 252]
  ...
  [135 125 111]
  [144 132 119]
  [147 135 123]]

 [[243 254 253]
  [241 250 250]
  [240 247 249]
  ...
  [134 122 108]
  [139 127 113]
  [145 133 121]]]"
156,5820.jpg,124,41,257,189,face_no_mask,"[[[254 254 252]
  [254 254 252]
  [254 254 252]
  ...
  [ 44  35  26]
  [ 44  35  26]
  [ 44  35  26]]

 [[254 254 252]
  [254 254 252]
  [254 254 252]
  ...
  [ 44  35  26]
  [ 44  35  26]
  [ 44  35  26]]

 [[254 254 252]
  [254 254 252]
  [255 255 253]
  ...
  [ 44  35  26]
  [ 44  35  26]
  [ 44  35  26]]

 ...

 [[123  98  93]
  [103  78  73]
  [140 115 110]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[119  95  91]
  [127 103  99]
  [155 132 126]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[ 78  54  50]
  [114  90  86]
  [152 129 123]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]]"
157,5820.jpg,450,9,555,154,face_no_mask,"[[[254 254 252]
  [254 254 252]
  [254 254 252]
  ...
  [ 44  35  26]
  [ 44  35  26]
  [ 44  35  26]]

 [[254 254 252]
  [254 254 252]
  [254 254 252]
  ...
  [ 44  35  26]
  [ 44  35  26]
  [ 44  35  26]]

 [[254 254 252]
  [254 254 252]
  [255 255 253]
  ...
  [ 44  35  26]
  [ 44  35  26]
  [ 44  35  26]]

 ...

 [[123  98  93]
  [103  78  73]
  [140 115 110]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[119  95  91]
  [127 103  99]
  [155 132 126]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[ 78  54  50]
  [114  90  86]
  [152 129 123]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]]"
158,5820.jpg,666,68,810,224,face_no_mask,"[[[254 254 252]
  [254 254 252]
  [254 254 252]
  ...
  [ 44  35  26]
  [ 44  35  26]
  [ 44  35  26]]

 [[254 254 252]
  [254 254 252]
  [254 254 252]
  ...
  [ 44  35  26]
  [ 44  35  26]
  [ 44  35  26]]

 [[254 254 252]
  [254 254 252]
  [255 255 253]
  ...
  [ 44  35  26]
  [ 44  35  26]
  [ 44  35  26]]

 ...

 [[123  98  93]
  [103  78  73]
  [140 115 110]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[119  95  91]
  [127 103  99]
  [155 132 126]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[ 78  54  50]
  [114  90  86]
  [152 129 123]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]]"
162,3160.png,63,6,397,398,face_with_mask,"[[[  6   3   4]
  [  6   3   4]
  [  6   3   4]
  ...
  [  3   2   5]
  [  3   1   4]
  [  4   1   4]]

 [[  7   3   5]
  [  7   3   5]
  [  7   3   5]
  ...
  [  6   2   5]
  [  6   1   4]
  [  7   1   4]]

 [[  8   3   6]
  [  8   3   6]
  [  8   3   6]
  ...
  [ 11   1   5]
  [ 12   1   5]
  [ 14   1   5]]

 ...

 [[118  14  19]
  [118  14  19]
  [118  14  20]
  ...
  [158 152 152]
  [159 153 152]
  [159 153 152]]

 [[117  14  19]
  [117  14  19]
  [117  14  19]
  ...
  [158 153 152]
  [159 153 152]
  [159 153 152]]

 [[117  14  19]
  [117  14  19]
  [117  14  19]
  ...
  [159 153 152]
  [159 153 152]
  [159 154 152]]]"
